Faixas de Rodagem,Largura Via 1,Largura Via 2,Largura Passeio 1,largura Passeio 2,largura Canteiro Central,altura da luminaria,projecao do braço,distancia entre postes,distancia Poste a via,Altura de Instalação,Classificação viária,Tipo de estrutura,posteacao,Braço Novo,Fornecedor,Luminância Média,Fator de Uniformidade,Uniformidade Longitudinal,Iluminância Média,Iluminância mínima horizontal E (lux),Potencia simulada - IP Principal (W),arquivo_origem
1.0,4.08,,2.88,2.09,0.0,7.23,2.53,15.02,0.74,,C4,,Bilateral alternado,,SX LIGHTING,,,,27.37,11.69,22.5,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,4.08,,2.88,2.09,0.0,7.23,2.53,15.02,0.74,,C4,,Bilateral alternado,,TECNOWATT,,,,41.14,16.69,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,0.0,,0.0,0.0,4.32,0.0,14.37,3.52,,C4,Suporte,Bilateral frontal,Curto I,LEDSTAR,,,,12.61,16.23,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,0.0,,0.0,0.0,4.32,0.0,14.37,3.52,,C4,Suporte,Bilateral frontal,Curto I,SX LIGHTING,,,,12.81,22.52,31.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,0.0,,0.0,0.0,4.32,0.0,14.37,3.52,,C4,Suporte,Bilateral frontal,Curto I,TECNOWATT,,,,12.58,21.05,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,,,,0.0,6.51,1.42,12.31,0.0,,-,Braço,Unilateral,,LEDSTAR,,,,,16.89,17.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,,,,0.0,6.51,1.42,12.31,0.0,,-,Braço,Unilateral,,SX LIGHTING,,,,,22.49,22.5,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,,,,0.0,6.51,1.42,12.31,0.0,,-,Braço,Unilateral,,TECNOWATT,,,,,34.91,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,0.0,,0.0,0.0,7.27,3.42,34.01,0.59,,C4,Braço,Unilateral,,LEDSTAR,,,,11.05,4.87,35.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,0.0,,0.0,0.0,7.27,3.42,34.01,0.59,,C4,Braço,Unilateral,,SX LIGHTING,,,,10.09,3.61,31.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,0.0,,0.0,0.0,7.27,3.42,34.01,0.59,,C4,Braço,Unilateral,,TECNOWATT,,,,10.72,5.86,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,,,,0.0,5.34,0.5,15.53,5.78,,-,Braço,Unilateral,,LEDSTAR,,,,,11.56,17.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,,,,0.0,5.34,0.5,15.53,5.78,,-,Braço,Unilateral,,SX LIGHTING,,,,,17.31,22.5,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,,,,0.0,5.34,0.5,15.53,5.78,,-,Braço,Unilateral,,TECNOWATT,,,,,25.58,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,,,,,0.0,7.09,1.77,39.88,0.27,,C4,Braço,Unilateral,,LEDSTAR,,,,11.44,3.39,52.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,,,,,0.0,7.09,1.77,39.88,0.27,,C4,Braço,Unilateral,,SX LIGHTING,,,,13.48,5.41,50.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,,,,,0.0,7.09,1.77,39.88,0.27,,C4,Braço,Unilateral,,TECNOWATT,,,,10.86,2.02,40.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,,,,,0.0,7.25,1.5,15.74,0.3,,C5,Braço,Unilateral,,LEDSTAR,,,,8.96,5.86,17.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,,,,,0.0,7.25,1.5,15.74,0.3,,C5,Braço,Unilateral,,SX LIGHTING,,,,12.44,7.72,22.5,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,,,,,0.0,7.25,1.5,15.74,0.3,,C5,Braço,Unilateral,,TECNOWATT,,,,18.22,10.85,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,,,,,0.0,6.22,2.0,24.08,0.36,,C4,Braço,Unilateral,,LEDSTAR,,,,11.88,6.18,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,,,,,0.0,6.22,2.0,24.08,0.36,,C4,Braço,Unilateral,,SX LIGHTING,,,,14.59,11.44,31.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,,,,,0.0,6.22,2.0,24.08,0.36,,C4,Braço,Unilateral,,TECNOWATT,,,,14.86,10.31,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,,,,,0.0,5.41,2.17,29.15,0.88,,C3,Braço,Unilateral,,LEDSTAR,,,,15.4,2.58,44.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,,,,,0.0,5.41,2.17,29.15,0.88,,C3,Braço,Unilateral,,SX LIGHTING,,,,21.34,2.9,50.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,,,,,0.0,5.41,2.17,29.15,0.88,,C3,Braço,Unilateral,,TECNOWATT,,,,15.89,1.07,40.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,,,,,0.0,6.1,2.2,32.2,0.25,,C4,Braço,Unilateral,,LEDSTAR,,,,11.32,2.83,35.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,,,,,0.0,6.1,2.2,32.2,0.25,,C4,Braço,Unilateral,,SX LIGHTING,,,,10.91,2.63,31.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,,,,,0.0,6.1,2.2,32.2,0.25,,C4,Braço,Unilateral,,TECNOWATT,,,,10.96,3.32,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,,,,0.0,6.06,1.62,27.89,0.0,,C4,Braço,Unilateral,,LEDSTAR,,,,10.54,,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,,,,0.0,6.06,1.62,27.89,0.0,,C4,Braço,Unilateral,,SX LIGHTING,,,,13.01,,31.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,,,,0.0,6.06,1.62,27.89,0.0,,C4,Braço,Unilateral,,TECNOWATT,,,,13.19,,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
4.0,,,,,0.0,8.01,3.6,21.6,0.37,,C2,Braço,Bilateral frontal,,LEDSTAR,,,,22.26,9.46,52.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
4.0,,,,,0.0,8.01,3.6,21.6,0.37,,C2,Braço,Bilateral frontal,,SX LIGHTING,,,,25.31,10.24,50.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
4.0,,,,,0.0,8.01,3.6,21.6,0.37,,C2,Braço,Bilateral frontal,,TECNOWATT,,,,22.3,9.86,50.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,0.0,,0.0,0.0,5.5,3.44,20.3,1.35,,C4,Braço,Unilateral,,LEDSTAR,,,,14.64,3.82,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,0.0,,0.0,0.0,5.5,3.44,20.3,1.35,,C4,Braço,Unilateral,,SX LIGHTING,,,,12.28,2.27,31.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,0.0,,0.0,0.0,5.5,3.44,20.3,1.35,,C4,Braço,Unilateral,,TECNOWATT,,,,17.71,4.69,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
3.0,9.09,,4.14,1.76,0.0,6.26,3.2,19.04,0.4,,C1,Braço,Unilateral,,LEDSTAR,,,,31.19,7.59,65.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
3.0,9.09,,4.14,1.76,0.0,6.26,3.2,19.04,0.4,,C1,Braço,Unilateral,,SX LIGHTING,,,,30.35,4.21,60.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
3.0,9.09,,4.14,1.76,0.0,6.26,3.2,19.04,0.4,,C1,Braço,Unilateral,,TECNOWATT,,,,30.62,6.6,60.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
3.0,10.8,,3.75,2.39,0.0,8.97,3.42,29.1,0.33,,C1,Braço,Unilateral,,LEDSTAR,,,,33.6,8.28,140.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
3.0,10.8,,3.75,2.39,0.0,8.97,3.42,29.1,0.33,,C1,Braço,Unilateral,,SX LIGHTING,,,,34.21,15.88,137.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
3.0,10.8,,3.75,2.39,0.0,8.97,3.42,29.1,0.33,,C1,Braço,Unilateral,,TECNOWATT,,,,33.98,12.75,150.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,,,,0.0,7.1,1.47,24.24,1.3,,C4,Braço,Unilateral,,LEDSTAR,,,,10.12,5.16,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,,,,0.0,7.1,1.47,24.24,1.3,,C4,Braço,Unilateral,,SX LIGHTING,,,,12.62,7.58,31.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,,,,0.0,7.1,1.47,24.24,1.3,,C4,Braço,Unilateral,,TECNOWATT,,,,12.53,7.43,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,9.05,,3.7,4.01,0.0,7.74,2.5,37.5,0.465,,C3,Braço,Unilateral,,LEDSTAR,,,,15.1,1.88,72.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,9.05,,3.7,4.01,0.0,7.74,2.5,37.5,0.465,,C3,Braço,Unilateral,,SX LIGHTING,,,,17.52,2.58,70.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,9.05,,3.7,4.01,0.0,7.74,2.5,37.5,0.465,,C3,Braço,Unilateral,,TECNOWATT,,,,19.47,1.38,90.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,6.08,,2.12,1.51,0.0,6.0,1.93,25.39,0.6,,C4,Braço,Unilateral,,LEDSTAR,,,,11.28,3.8,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,6.08,,2.12,1.51,0.0,6.0,1.93,25.39,0.6,,C4,Braço,Unilateral,,SX LIGHTING,,,,14.05,3.67,31.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,6.08,,2.12,1.51,0.0,6.0,1.93,25.39,0.6,,C4,Braço,Unilateral,,TECNOWATT,,,,13.9,5.3,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,6.04,,1.86,2.13,0.0,7.55,2.0,34.6,0.31,,C3,Braço,Unilateral,,LEDSTAR,,,,16.06,6.37,65.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,6.04,,1.86,2.13,0.0,7.55,2.0,34.6,0.31,,C3,Braço,Unilateral,Longo I,SX LIGHTING,,,,19.7,8.03,70.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,6.04,,1.86,2.13,0.0,7.55,2.0,34.6,0.31,,C3,Braço,Unilateral,,TECNOWATT,,,,16.63,5.56,60.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.2,,1.4,1.33,0.0,7.3,1.95,33.0,0.5,,C5,Braço,Unilateral,,LEDSTAR,,,,9.56,3.1,35.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.2,,1.4,1.33,0.0,7.3,1.95,33.0,0.5,,C5,Braço,Unilateral,,SX LIGHTING,,,,9.28,2.54,31.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.2,,1.4,1.33,0.0,7.3,1.95,33.0,0.5,,C5,Braço,Unilateral,,TECNOWATT,,,,9.39,3.74,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.75,,0.67,1.67,0.0,7.08,2.17,17.27,0.58,,C4,Braço,Unilateral,,LEDSTAR,,,,14.58,9.7,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.75,,0.67,1.67,0.0,7.08,2.17,17.27,0.58,,C4,Braço,Unilateral,,SX LIGHTING,,,,12.19,8.46,22.5,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.75,,0.67,1.67,0.0,7.08,2.17,17.27,0.58,,C4,Braço,Unilateral,,TECNOWATT,,,,18.24,11.83,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.34,,2.37,2.49,0.0,6.68,2.2,39.43,1.26,,C4,Braço,Unilateral,,LEDSTAR,,,,11.37,2.19,52.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.34,,2.37,2.49,0.0,6.68,2.2,39.43,1.26,,C4,Braço,Unilateral,,SX LIGHTING,,,,13.48,1.22,50.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,7.34,,2.37,2.49,0.0,6.68,2.2,39.43,1.26,,C4,Braço,Unilateral,Médio I,TECNOWATT,,,,11.77,2.08,50.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,11.9,,2.76,3.31,0.0,7.36,2.39,29.99,2.45,,C5,Braço,Unilateral,,LEDSTAR,,,,10.33,5.37,52.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,11.9,,2.76,3.31,0.0,7.36,2.39,29.99,2.45,,C5,Braço,Unilateral,,SX LIGHTING,,,,12.17,5.6,50.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,11.9,,2.76,3.31,0.0,7.36,2.39,29.99,2.45,,C5,Braço,Unilateral,Longo I,TECNOWATT,,,,12.72,8.19,60.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,6.33,,2024.0,1.74,0.0,7.24,2.24,26.42,0.24,,C5,Braço,Unilateral,,LEDSTAR,,,,8.94,4.5,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,6.33,,2024.0,1.74,0.0,7.24,2.24,26.42,0.24,,C5,Braço,Unilateral,,SX LIGHTING,,,,11.11,7.14,31.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,6.33,,2024.0,1.74,0.0,7.24,2.24,26.42,0.24,,C5,Braço,Unilateral,,TECNOWATT,,,,10.98,6.89,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,6.206,,2.38,1.671,0.0,6.67,1.84,35.18,0.0,,C3,Braço,Unilateral,,LEDSTAR,,,,,2.49,65.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,6.206,,2.38,1.671,0.0,6.67,1.84,35.18,0.0,,C3,Braço,Unilateral,,SX LIGHTING,,,,15.63,0.6,60.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.6,,,,0.0,7.63,2.31,41.25,0.88,,C5,Braço,Unilateral,,LEDSTAR,,,,8.77,,44.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.6,,,,0.0,7.63,2.31,41.25,0.88,,C5,Braço,Unilateral,,SX LIGHTING,,,,8.34,,39.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.48,,,,0.0,6.57,1.91,22.98,0.27,,C5,Braço,Unilateral,,LEDSTAR,,,,11.77,,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.48,,,,0.0,6.57,1.91,22.98,0.27,,C5,Braço,Unilateral,,SX LIGHTING,,,,9.83,,22.5,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
3.0,10.8,,3.75,2.39,0.0,20.35,2.13,60.0,3.12,,C2,Suporte,Unilateral,,LEDSTAR,,,,21.33,,100.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
3.0,10.8,,3.75,2.39,0.0,20.35,2.13,60.0,3.12,,C2,Suporte,Unilateral,,SX LIGHTING,,,,20.99,13.52,90.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
3.0,9.1,9.0,3.2,3.3,1.4,9.9,2.8,42.0,0.6,,C2,Braço,Canteiro central,,LEDSTAR,27.19,,0.16,38.17,2.43,72.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
3.0,9.1,9.0,3.2,3.3,1.4,9.9,2.8,42.0,0.6,,C2,Braço,Canteiro central,,SX LIGHTING,33.46,,0.17,43.08,4.48,79.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.5,,,,0.0,12.0,2.5,40.0,0.0,,C3,Braço,Unilateral,,LEDSTAR,,,,16.88,,120.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.5,,,,0.0,12.0,2.5,40.0,0.0,,C3,Braço,Unilateral,,SX LIGHTING,,,,16.76,,100.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,7.2,,2.38,2.44,0.0,6.45,2.3,37.5,0.7,,C4,Braço,Unilateral,,LEDSTAR,,,,10.69,2.29,44.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,7.2,,2.38,2.44,0.0,6.45,2.3,37.5,0.7,,C4,Braço,Unilateral,,SX LIGHTING,,,,10.18,2.02,39.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.25,,2.6,2.0,0.0,6.7,2.5,18.0,0.17,,C5,Braço,Unilateral,,LEDSTAR,,,,14.48,9.56,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,5.25,,2.6,2.0,0.0,6.7,2.5,18.0,0.17,,C5,Braço,Unilateral,,SX LIGHTING,,,,,9.34,22.5,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,,0.0,,0.0,0.7,12.0,3.4,40.0,0.2,,C4,Braço,Canteiro central,,LEDSTAR,,,,11.68,0.63,85.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,,0.0,,0.0,0.7,12.0,3.4,40.0,0.2,,C4,Braço,Canteiro central,,SX LIGHTING,,,,10.29,0.62,70.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,9.0,,1.7,1.6,0.0,7.18,2.58,24.7,0.16,,C3,Braço,Unilateral,,LEDSTAR,,,,16.75,7.15,52.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,9.0,,1.7,1.6,0.0,7.18,2.58,24.7,0.16,,C3,Braço,Unilateral,,SX LIGHTING,,,,19.8,8.79,50.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,7.0,,2.7,2.5,0.0,6.7,1.5,14.6,1.5,,C4,Braço,Unilateral,,LEDSTAR,,,,16.25,5.44,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,7.0,,2.7,2.5,0.0,6.7,1.5,14.6,1.5,,C4,Braço,Unilateral,,SX LIGHTING,,,,13.5,2.55,22.5,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,,3.82,,,10.45,1.55,21.2,0.85,,C2,Braço,Unilateral,,LEDSTAR,,,,26.3,8.32,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,,,,0.0,10.45,1.55,21.2,0.85,,C2,Braço,Unilateral,,SX LIGHTING,,,,20.99,5.81,22.5,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,,21.74,,0.0,5.07,0.39,7.91,0.0,,-,Braço,Bilateral frontal,,LEDSTAR,,,,,1.32,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,,,21.74,,0.0,5.07,0.39,7.91,0.0,,-,Braço,Bilateral frontal,,SX LIGHTING,,,,23.13,1.28,22.5,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,6.68,0.0,2.58,2.64,0.0,6.84,3.18,31.8,0.3,,C4,Braço,Unilateral,,LEDSTAR,,,,12.01,2.75,44.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,6.68,0.0,2.58,2.64,0.0,6.84,3.18,31.8,0.3,,C4,Braço,Unilateral,,SX LIGHTING,,,,11.43,1.95,39.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,3.46,0.0,1.63,1.74,0.0,6.84,2.26,17.7,0.5,,C4,Braço,Unilateral,,LEDSTAR,,,,14.59,11.42,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,3.46,0.0,1.63,1.74,0.0,6.84,2.26,17.7,0.5,,C4,Braço,Unilateral,,SX LIGHTING,,,,12.17,10.78,22.5,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,3.46,0.0,1.63,1.74,0.0,6.84,2.26,17.7,0.5,,C4,Braço,Unilateral,,TECNOWATT,,,,18.23,16.11,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,6.16,0.0,1.83,2.0,0.0,5.55,2.28,35.0,-0.6,,C4,Braço,Unilateral,,LEDSTAR,,,,15.26,3.36,52.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,6.16,0.0,1.83,2.0,0.0,5.55,2.28,35.0,-0.6,,C4,Braço,Unilateral,Curto I,SX LIGHTING,,,,11.19,4.28,39.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,6.16,0.0,1.83,2.0,0.0,5.55,2.28,35.0,-0.6,,C4,Braço,Unilateral,Curto I,TECNOWATT,,,,12.82,2.59,40.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,3.59,0.0,0.0,0.0,0.0,7.5,1.9,38.0,0.0,,C5,Braço,Bilateral alternado,,LEDSTAR,,,,8.82,,35.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,3.59,0.0,0.0,0.0,0.0,7.5,1.9,38.0,0.0,,C5,Braço,Bilateral alternado,,SX LIGHTING,,,,8.5,,31.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
1.0,3.59,0.0,0.0,0.0,0.0,7.5,1.9,38.0,0.0,,C5,Braço,Bilateral alternado,,TECNOWATT,,,,8.64,,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,5.59,0.0,2.14,2.11,0.0,5.93,2.08,39.45,0.81,,C4,Braço,Unilateral,,LEDSTAR,,,,11.41,2.03,44.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,5.59,0.0,2.14,2.11,0.0,5.93,2.08,39.45,0.81,,C4,Braço,Unilateral,Médio I,SX LIGHTING,,,,13.65,4.95,50.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,5.59,0.0,2.14,2.11,0.0,5.93,2.08,39.45,0.81,,C4,Braço,Unilateral,Médio I,TECNOWATT,,,,10.85,1.67,40.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,5.95,0.0,2.06,2.14,0.0,5.69,2.04,27.51,1.17,,C4,Braço,Unilateral,,LEDSTAR,,,,10.76,2.85,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,5.95,0.0,2.06,2.14,0.0,5.69,2.04,27.51,1.17,,C4,Braço,Unilateral,,SX LIGHTING,,,,13.33,2.95,31.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,5.95,0.0,2.06,2.14,0.0,5.69,2.04,27.51,1.17,,C4,Braço,Unilateral,,TECNOWATT,,,,13.15,3.66,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,6.76,0.0,1.38,1.46,0.0,5.5,1.97,26.5,0.71,,C4,Braço,Unilateral,,LEDSTAR,,,,9.99,2.19,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,6.76,0.0,1.38,1.46,0.0,5.5,1.97,26.5,0.71,,C4,Braço,Unilateral,,SX LIGHTING,,,,13.77,3.09,31.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,6.76,0.0,1.38,1.46,0.0,5.5,1.97,26.5,0.71,,C4,Braço,Unilateral,,TECNOWATT,,,,13.52,3.79,30.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
2.0,6.5,0.0,2.59,1.96,0.0,6.44,2.06,26.0,0.72,,C4,Braço,Unilateral,,LEDSTAR,,,,10.25,3.81,28.0,CEF06.120251105 - Simul_Recife_S_TB_CC_AO_TB-Stephanie.xlsx
