Faixas de Rodagem,Largura Via 1,Largura Via 2,Largura Passeio 1,largura Passeio 2,largura Canteiro Central,altura da luminaria,projecao do braço,distancia entre postes,distancia Poste a via,Altura de Instalação,Classificação viária,Tipo de estrutura,posteacao,Braço Novo,Fornecedor,Luminância Média,Fator de Uniformidade,Uniformidade Longitudinal,Iluminância Média,Iluminância mínima horizontal E (lux),Potencia simulada - IP Principal (W),arquivo_origem
2.0,7.0,0.0,2.0,3.0,0.0,7.5,1.3,33.5,2.0,,C4,Braço,Unilateral,,SX LIGHTING,,0.6,,13.39,3.08,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.0,3.0,0.0,7.5,1.3,33.5,2.0,,C4,Braço,Unilateral,,TECNOWATT,,0.54,,11.96,3.53,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,0.0,0.0,0.0,7.3,1.3,34.5,0.3,,C5,Braço,Unilateral,,LEDSTAR,,0.41,,8.77,,35.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,0.0,0.0,0.0,7.3,1.3,34.5,0.3,,C5,Braço,Unilateral,,SX LIGHTING,,0.45,,8.46,,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,0.0,0.0,0.0,7.3,1.3,34.5,0.3,,C5,Braço,Unilateral,,TECNOWATT,,0.52,,8.38,,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,40.4,0.2,,C4,Braço,Unilateral,,LEDSTAR,,0.31,,10.26,2.66,52.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,40.4,0.2,,C4,Braço,Unilateral,,SX LIGHTING,,0.32,,12.25,,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,40.4,0.2,,C4,Braço,Unilateral,,TECNOWATT,,0.26,,11.24,1.55,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,28.3,0.5,,C4,Braço,Unilateral,,LEDSTAR,,0.58,,10.41,3.97,35.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,28.3,0.5,,C4,Braço,Unilateral,,SX LIGHTING,,0.73,,10.03,3.57,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,28.3,0.5,,C4,Braço,Unilateral,,TECNOWATT,,0.62,,13.33,4.0,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.3,2.5,0.0,7.3,1.3,35.3,0.45,,C4,Braço,Unilateral,,LEDSTAR,,0.56,,10.65,3.82,35.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.3,2.5,0.0,7.3,1.3,35.3,0.45,,C4,Braço,Unilateral,,SX LIGHTING,,0.72,,10.26,3.45,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.3,2.5,0.0,7.3,1.3,35.3,0.45,,C4,Braço,Unilateral,,TECNOWATT,,0.66,,10.15,3.41,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.3,2.5,0.0,7.5,1.3,29.9,0.3,,C4,Braço,Unilateral,,LEDSTAR,,0.51,,11.78,4.5,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.3,2.5,0.0,7.5,1.3,29.9,0.3,,C4,Braço,Unilateral,,SX LIGHTING,,0.65,,11.22,4.75,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.3,2.5,0.0,7.5,1.3,29.9,0.3,,C4,Braço,Unilateral,,TECNOWATT,,0.61,,12.74,3.87,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,32.0,0.5,,C4,Braço,Unilateral,,LEDSTAR,,0.47,,10.94,3.81,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,32.0,0.5,,C4,Braço,Unilateral,,SX LIGHTING,,0.63,,10.4,4.223,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,32.0,0.5,,C4,Braço,Unilateral,,TECNOWATT,,0.56,,,3.2,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,34.5,0.4,,C4,Braço,Unilateral,,LEDSTAR,,0.42,,10.18,3.34,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,34.5,0.4,,C4,Braço,Unilateral,,SX LIGHTING,,0.41,,10.74,2.38,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,34.5,0.4,,C4,Braço,Unilateral,Curto I,TECNOWATT,,0.48,,10.93,2.7,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,34.5,0.3,,C4,Braço,Unilateral,,LEDSTAR,,0.42,,10.21,3.38,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,34.5,0.3,,C4,Braço,Unilateral,,SX LIGHTING,,0.52,,14.19,6.65,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,34.5,0.3,,C4,Braço,Unilateral,,TECNOWATT,,0.49,,11.04,2.91,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,0.0,0.0,7.5,1.3,32.5,0.4,,C4,Braço,Unilateral,,LEDSTAR,,0.45,,10.81,3.87,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,0.0,0.0,7.5,1.3,32.5,0.4,,C4,Braço,Unilateral,,SX LIGHTING,,0.62,,10.28,4.41,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,0.0,0.0,7.5,1.3,32.5,0.4,,C4,Braço,Unilateral,,TECNOWATT,,0.55,,11.67,4.76,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,6.8,0.0,2.5,2.5,0.0,7.5,2.5,34.3,0.3,,C4,Braço,Unilateral,,LEDSTAR,,0.38,,10.43,4.01,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,6.8,0.0,2.5,2.5,0.0,7.5,2.5,34.3,0.3,,C4,Braço,Unilateral,Curto II,SX LIGHTING,,0.39,,11.06,2.96,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,6.8,0.0,2.5,2.5,0.0,7.5,2.5,34.3,0.3,,C4,Braço,Unilateral,,TECNOWATT,,0.45,,11.42,4.26,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,0.0,0.0,7.5,2.5,50.0,0.5,,C4,Braço,Unilateral,,LEDSTAR,,0.2,,10.96,1.34,65.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,0.0,0.0,7.5,2.5,50.0,0.5,,C4,Braço,Unilateral,,SX LIGHTING,,0.2,,14.18,1.84,70.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,0.0,0.0,7.5,2.5,50.0,0.5,,C4,Braço,Unilateral,,TECNOWATT,,0.69,,,4.98,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,0.0,2.5,0.0,7.0,1.3,34.3,1.0,,C4,Braço,Unilateral,,LEDSTAR,,0.31,,12.11,,35.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,0.0,2.5,0.0,7.0,1.3,34.3,1.0,,C4,Braço,Unilateral,,SX LIGHTING,,0.44,,13.5,,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,0.0,2.5,0.0,7.0,1.3,34.3,1.0,,C4,Braço,Unilateral,,TECNOWATT,,0.41,,11.34,,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.2,0.0,2.8,2.6,0.0,7.5,1.3,34.8,0.45,,C4,Braço,Unilateral,,LEDSTAR,,0.42,,10.01,3.14,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.2,0.0,2.8,2.6,0.0,7.5,1.3,34.8,0.45,,C4,Braço,Unilateral,,SX LIGHTING,,0.52,,13.92,6.05,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.2,0.0,2.8,2.6,0.0,7.5,1.3,34.8,0.45,,C4,Braço,Unilateral,,TECNOWATT,,0.46,,10.75,2.42,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.6,0.0,7.0,1.3,35.0,0.45,,C4,Braço,Unilateral,,LEDSTAR,,0.38,,10.57,2.88,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.6,0.0,7.0,1.3,35.0,0.45,,C4,Braço,Unilateral,,SX LIGHTING,,0.47,,10.06,3.14,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.6,0.0,7.0,1.3,35.0,0.45,,C4,Braço,Unilateral,,TECNOWATT,,0.36,,11.31,1.89,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.5,0.0,2.9,0.0,6.0,7.0,1.3,32.0,3.0,,C2,Braço,Canteiro central,,LEDSTAR,,0.3,,22.6,2.19,85.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.5,0.0,2.9,0.0,6.0,7.0,1.3,32.0,3.0,,C2,Braço,Canteiro central,,SX LIGHTING,,0.37,,20.21,1.35,70.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.5,0.0,2.9,0.0,6.0,7.0,1.3,32.0,3.0,,C2,Braço,Canteiro central,,TECNOWATT,,0.43,,21.04,1.33,80.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.7,0.0,7.5,1.3,72.5,0.4,,C4,Braço,Unilateral,,LEDSTAR,,0.38,,11.37,3.31,52.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.7,0.0,7.5,1.3,72.5,0.4,,C4,Braço,Unilateral,,SX LIGHTING,,0.46,,13.47,5.8,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.7,0.0,7.5,1.3,72.5,0.4,,C4,Braço,Unilateral,,TECNOWATT,,0.41,,10.46,2.29,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.5,0.0,0.0,3.2,0.0,7.0,1.3,28.0,0.3,,C5,Braço,Bilateral alternada,,LEDSTAR,,0.8,,10.27,,17.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.5,0.0,0.0,3.2,0.0,7.0,1.3,28.0,0.3,,C5,Braço,Bilateral alternada,,SX LIGHTING,,0.73,,14.22,,22.5,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.5,0.0,0.0,3.2,0.0,7.0,1.3,28.0,0.3,,C5,Braço,Bilateral alternada,,TECNOWATT,,0.71,,20.72,,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,3.0,3.0,0.0,7.0,1.3,37.3,0.4,,C4,Braço,Unilateral,,LEDSTAR,,0.32,,11.67,2.67,52.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,3.0,3.0,0.0,7.0,1.3,37.3,0.4,,C4,Braço,Unilateral,,SX LIGHTING,,0.33,,13.83,1.83,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,3.0,3.0,0.0,7.0,1.3,37.3,0.4,,C4,Braço,Unilateral,,TECNOWATT,,0.26,,10.64,1.84,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,8.0,0.0,4.5,0.0,0.0,7.5,1.3,37.0,0.5,,C4,Braço,Unilateral,,LEDSTAR,,0.36,,10.71,2.64,52.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,8.0,0.0,4.5,0.0,0.0,7.5,1.3,37.0,0.5,,C4,Braço,Unilateral,,SX LIGHTING,,0.46,,12.7,1.75,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,8.0,0.0,4.5,0.0,0.0,7.5,1.3,37.0,0.5,,C4,Braço,Unilateral,,TECNOWATT,,0.31,,11.33,2.85,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,3.2,3.1,0.0,6.5,1.3,32.7,0.3,,C4,Braço,Unilateral,,LEDSTAR,,0.36,,10.13,2.13,35.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,3.2,3.1,0.0,6.5,1.3,32.7,0.3,,C4,Braço,Unilateral,,SX LIGHTING,,0.45,,11.44,2.3,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,3.2,3.1,0.0,6.5,1.3,32.7,0.3,,C4,Braço,Unilateral,,TECNOWATT,,0.33,,12.78,2.52,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.2,1.3,34.5,0.4,,C4,Braço,Unilateral,,LEDSTAR,,0.4,,10.51,3.24,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.2,1.3,34.5,0.4,,C4,Braço,Unilateral,,SX LIGHTING,,0.52,,10.01,3.28,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.2,1.3,34.5,0.4,,C4,Braço,Unilateral,,TECNOWATT,,0.42,,11.3,3.51,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.3,1.3,33.7,0.3,,C4,Braço,Unilateral,,LEDSTAR,,0.42,,10.68,3.46,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.3,1.3,33.7,0.3,,C4,Braço,Unilateral,,SX LIGHTING,,0.55,,10.16,3.65,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.3,1.3,33.7,0.3,,C4,Braço,Unilateral,,TECNOWATT,,0.48,,11.52,3.93,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.6,2.5,0.0,7.5,1.3,34.8,0.4,,C4,Braço,Unilateral,,LEDSTAR,,0.42,,10.09,3.27,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.6,2.5,0.0,7.5,1.3,34.8,0.4,,C4,Braço,Unilateral,,SX LIGHTING,,0.51,,14.03,4.24,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.6,2.5,0.0,7.5,1.3,34.8,0.4,,C4,Braço,Unilateral,,TECNOWATT,,0.47,,10.9,3.73,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,0.0,2.5,2.0,7.5,1.3,31.1,1.0,,C2,Braço,Canteiro central,,LEDSTAR,,0.35,,24.29,,65.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,0.0,2.5,2.0,7.5,1.3,31.1,1.0,,C2,Braço,Canteiro central,,SX LIGHTING,,0.55,,20.61,,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,0.0,2.5,2.0,7.5,1.3,31.1,1.0,,C2,Braço,Canteiro central,,TECNOWATT,,0.49,,23.25,,60.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,6.9,0.0,2.5,2.5,0.0,7.5,1.3,36.8,0.7,,C4,Braço,Unilateral,,LEDSTAR,,0.38,,11.12,3.36,52.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,6.9,0.0,2.5,2.5,0.0,7.5,1.3,36.8,0.7,,C4,Braço,Unilateral,,SX LIGHTING,,0.46,,13.18,3.41,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,6.9,0.0,2.5,2.5,0.0,7.5,1.3,36.8,0.7,,C4,Braço,Unilateral,,TECNOWATT,,0.38,,10.19,3.02,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.2,0.0,2.8,0.0,0.0,6.0,1.3,33.5,0.5,,C4,Braço,Unilateral,,LEDSTAR,,0.27,,10.25,1.74,35.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.2,0.0,2.8,0.0,0.0,6.0,1.3,33.5,0.5,,C4,Braço,Unilateral,,SX LIGHTING,,0.36,,11.52,1.83,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.2,0.0,2.8,0.0,0.0,6.0,1.3,33.5,0.5,,C4,Braço,Unilateral,,TECNOWATT,,0.2,,12.64,1.88,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.7,2.5,0.0,7.0,1.3,33.1,0.5,,C4,Braço,Unilateral,,LEDSTAR,,0.41,,11.16,3.49,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.7,2.5,0.0,7.0,1.3,33.1,0.5,,C4,Braço,Unilateral,,SX LIGHTING,,0.55,,10.61,3.53,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.7,2.5,0.0,7.0,1.3,33.1,0.5,,C4,Braço,Unilateral,,TECNOWATT,,0.43,,11.92,3.81,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,8.3,0.0,3.0,3.0,0.0,7.0,1.3,29.8,0.5,,C4,Braço,Unilateral,,LEDSTAR,,0.44,,11.73,4.46,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,8.3,0.0,3.0,3.0,0.0,7.0,1.3,29.8,0.5,,C4,Braço,Unilateral,,SX LIGHTING,,0.57,,11.08,4.82,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,8.3,0.0,3.0,3.0,0.0,7.0,1.3,29.8,0.5,,C4,Braço,Unilateral,,TECNOWATT,,0.51,,12.23,4.22,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,8.5,0.0,2.5,2.6,0.0,7.0,1.3,19.9,0.4,,C4,Braço,Unilateral,,LEDSTAR,,0.57,,11.4,6.87,28.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,8.5,0.0,2.5,2.6,0.0,7.0,1.3,19.9,0.4,,C4,Braço,Unilateral,,SX LIGHTING,,0.54,,13.98,8.59,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,8.5,0.0,2.5,2.6,0.0,7.0,1.3,19.9,0.4,,C4,Braço,Unilateral,,TECNOWATT,,0.54,,13.67,8.58,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.0,1.3,40.7,0.5,,C4,Braço,Unilateral,,LEDSTAR,,0.27,,10.65,2.16,52.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.0,1.3,40.7,0.5,,C4,Braço,Unilateral,,SX LIGHTING,,0.25,,12.63,1.33,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.0,1.3,40.7,0.5,,C4,Braço,Unilateral,,TECNOWATT,,0.18,,11.46,1.23,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.2,0.0,2.5,2.5,0.0,7.0,1.3,30.8,0.5,,C4,Braço,Unilateral,,LEDSTAR,,0.46,,10.02,3.46,35.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.2,0.0,2.5,2.5,0.0,7.0,1.3,30.8,0.5,,C4,Braço,Unilateral,,SX LIGHTING,,0.62,,11.31,4.68,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.2,0.0,2.5,2.5,0.0,7.0,1.3,30.8,0.5,,C4,Braço,Unilateral,,TECNOWATT,,0.49,,12.65,5.06,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,9.9,0.0,2.5,2.5,0.0,7.0,1.3,34.5,0.45,,C4,Braço,Unilateral,,LEDSTAR,,0.32,,10.99,3.7,52.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,9.9,0.0,2.5,2.5,0.0,7.0,1.3,34.5,0.45,,C4,Braço,Unilateral,,SX LIGHTING,,0.46,,12.93,3.59,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,9.9,0.0,2.5,2.5,0.0,7.0,1.3,34.5,0.45,,C4,Braço,Unilateral,,TECNOWATT,,0.37,,13.83,3.88,60.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.0,1.3,35.5,0.4,,C4,Braço,Unilateral,,LEDSTAR,,0.37,,10.45,2.91,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.0,1.3,35.5,0.4,,C4,Braço,Unilateral,,SX LIGHTING,,0.41,,14.54,3.05,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.0,1.3,35.5,0.4,,C4,Braço,Unilateral,,TECNOWATT,,0.34,,11.18,2.8,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.6,2.5,0.0,0.0,0.0,39.6,0.5,,C4,Braço,Unilateral,,LEDSTAR,,0.28,,10.12,2.74,52.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.6,2.5,0.0,0.0,0.0,39.6,0.5,,C4,Braço,Unilateral,,SX LIGHTING,,0.4,,11.97,2.34,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.6,2.5,0.0,0.0,0.0,39.6,0.5,,C4,Braço,Unilateral,,TECNOWATT,,0.25,,10.56,1.94,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.0,1.3,35.2,0.6,,C4,Braço,Unilateral,,LEDSTAR,,0.37,,10.45,3.05,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.0,1.3,35.2,0.6,,C4,Braço,Unilateral,,SX LIGHTING,,0.44,,14.55,3.4,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.0,1.3,35.2,0.6,,C4,Braço,Unilateral,,TECNOWATT,,0.35,,11.14,3.04,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.3,1.3,37.2,0.5,,C4,Braço,Unilateral,,LEDSTAR,,0.35,,11.28,3.07,52.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.3,1.3,37.2,0.5,,C4,Braço,Unilateral,,SX LIGHTING,,0.4,,13.37,2.73,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.5,2.5,0.0,7.3,1.3,37.2,0.5,,C4,Braço,Unilateral,,TECNOWATT,,0.33,,10.32,2.49,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.0,2.5,0.0,7.0,1.3,38.6,0.3,,C4,Braço,Unilateral,,LEDSTAR,,0.3,,11.32,2.62,52.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.0,2.5,0.0,7.0,1.3,38.6,0.3,,C4,Braço,Unilateral,,SX LIGHTING,,0.29,,13.41,1.92,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,7.0,0.0,2.0,2.5,0.0,7.0,1.3,38.6,0.3,,C4,Braço,Unilateral,,TECNOWATT,,0.21,,10.34,1.66,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
2.0,11.06,0.0,2.5,2.0,0.0,7.0,1.3,38.6,0.4,,C1,Braço,Bilateral alternada,,LEDSTAR,,0.56,,32.14,9.34,85.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx
