Faixas de Rodagem,Largura Via 1,Largura Via 2,Largura Passeio 1,largura Passeio 2,largura Canteiro Central,altura da luminaria,projecao do braço,distancia entre postes,distancia Poste a via,Classificação viária,Tipo de estrutura,posteacao,Braço Novo,Fornecedor,Luminância Média,Fator de Uniformidade,Uniformidade Longitudinal,Iluminância Média,Iluminância mínima horizontal E (lux),Potencia simulada - IP Principal (W),arquivo_origem,tem_cpe
1.0,3.5,,,0.0,0.0,5.58,2.28,36.6,0.5,C3,Braço,Unilateral,Curto II,LEDSTAR,,0.35,,17.93,,65.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.5,,,0.0,0.0,5.58,2.28,36.6,0.5,C3,Braço,Unilateral,Curto II,SX LIGHTING,,0.25,,16.27,,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.5,,,0.0,0.0,5.58,2.28,36.6,0.5,C3,Braço,Unilateral,Curto II,TECNOWATT,,0.19,,15.99,,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.67,,2.6,2.63,0.0,6.93,1.89,32.23,0.83,P6,Braço,Unilateral,,LEDSTAR,,0.4,,11.8,3.56,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.67,,2.6,2.63,0.0,6.93,1.89,32.23,0.83,P6,Braço,Unilateral,,SX LIGHTING,,0.53,,11.23,3.53,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.67,,2.6,2.63,0.0,6.93,1.89,32.23,0.83,P6,Braço,Unilateral,,TECNOWATT,,0.47,,12.74,3.82,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.5,,2.0,2.0,0.0,6.23,1.95,20.73,0.69,C3,Braço,Unilateral,,LEDSTAR,,0.68,,17.08,8.21,35.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.5,,2.0,2.0,0.0,6.23,1.95,20.73,0.69,C3,Braço,Unilateral,,SX LIGHTING,,0.81,,16.53,7.82,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.5,,2.0,2.0,0.0,6.23,1.95,20.73,0.69,C3,Braço,Unilateral,,TECNOWATT,,0.77,,15.41,6.35,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.1,,1.81,1.1,0.0,5.92,1.83,29.63,0.59,C5,Braço,Unilateral,,LEDSTAR,,0.35,,9.75,3.13,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.1,,1.81,1.1,0.0,5.92,1.83,29.63,0.59,C5,Braço,Unilateral,,SX LIGHTING,,0.39,,8.17,3.46,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.1,,1.81,1.1,0.0,5.92,1.83,29.63,0.59,C5,Braço,Unilateral,,TECNOWATT,,0.44,,11.97,4.83,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,2.0,,2.0,2.0,0.0,5.71,2.1,37.66,0.49,C4,Braço,Unilateral,,LEDSTAR,,0.18,,12.23,2.14,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,2.0,,2.0,2.0,0.0,5.71,2.1,37.66,0.49,C4,Braço,Unilateral,Curto II,SX LIGHTING,,0.26,,10.31,2.66,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,2.0,,2.0,2.0,0.0,5.71,2.1,37.66,0.49,C4,Braço,Unilateral,Médio I,TECNOWATT,,0.23,,11.26,2.11,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,10.0,,3.0,3.0,0.0,5.51,2.46,35.7,1.89,C3,Braço,Bilateral alternada,,LEDSTAR,,0.46,,20.66,1.49,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,10.0,,3.0,3.0,0.0,5.51,2.46,35.7,1.89,C3,Braço,Bilateral alternada,,SX LIGHTING,,0.37,,26.61,1.01,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,10.0,,3.0,3.0,0.0,5.51,2.46,35.7,1.89,C3,Braço,Bilateral alternada,,TECNOWATT,,0.3,,22.25,1.67,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
3.0,11.6,,2.37,3.57,0.0,6.99,2.43,15.13,0.78,C4,Braço,Unilateral,,LEDSTAR,,0.44,,20.53,1.25,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
3.0,11.6,,2.37,3.57,0.0,6.99,2.43,15.13,0.78,C4,Braço,Unilateral,,SX LIGHTING,,0.36,,28.11,1.69,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
3.0,11.6,,2.37,3.57,0.0,6.99,2.43,15.13,0.78,C4,Braço,Unilateral,,TECNOWATT,,0.31,,24.44,2.15,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
3.0,11.66,,2.92,1.98,0.0,6.42,2.4,26.34,0.77,C4,Braço,Bilateral alternada,,LEDSTAR,,0.51,,15.83,4.07,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
3.0,11.66,,2.92,1.98,0.0,6.42,2.4,26.34,0.77,C4,Braço,Bilateral alternada,,SX LIGHTING,,0.5,,12.65,3.2,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
3.0,11.66,,2.92,1.98,0.0,6.42,2.4,26.34,0.77,C4,Braço,Bilateral alternada,,TECNOWATT,,0.53,,18.23,6.08,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,,,1.8,3.04,0.0,6.98,2.68,30.67,0.71,P5,Braço,Unilateral,,LEDSTAR,,,,,4.36,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,,,1.8,3.04,0.0,6.98,2.68,30.67,0.71,P5,Braço,Unilateral,,SX LIGHTING,,,,,4.77,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,,,1.8,3.04,0.0,6.98,2.68,30.67,0.71,P5,Braço,Unilateral,,TECNOWATT,,,,,6.82,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.4,,2.41,2.41,0.0,6.75,2.81,17.9,0.18,C4,Braço,Unilateral,,LEDSTAR,,0.65,,14.21,5.51,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.4,,2.41,2.41,0.0,6.75,2.81,17.9,0.18,C4,Braço,Unilateral,,SX LIGHTING,,0.71,,11.81,3.77,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.4,,2.41,2.41,0.0,6.75,2.81,17.9,0.18,C4,Braço,Unilateral,,TECNOWATT,,0.66,,17.6,6.43,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.55,,2.28,2.66,0.0,4.84,2.08,28.61,0.57,C5,Braço,Unilateral,Curto II,LEDSTAR,43.08,0.43,0.25,15.09,4.98,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.55,,2.28,2.66,0.0,4.84,2.08,28.61,0.57,C5,Braço,Unilateral,Curto II,SX LIGHTING,32.2,0.55,0.24,20.83,9.4,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.55,,2.28,2.66,0.0,4.84,2.08,28.61,0.57,C5,Braço,Unilateral,Curto II,TECNOWATT,38.17,0.53,0.16,16.91,4.31,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.5,,2.5,2.5,0.0,6.62,2.63,26.0,0.32,C3,Braço,Unilateral,,LEDSTAR,43.08,0.5,0.25,15.16,4.81,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.5,,2.5,2.5,0.0,6.62,2.63,26.0,0.32,C3,Braço,Unilateral,,SX LIGHTING,32.52,0.62,0.24,21.04,5.31,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.5,,2.5,2.5,0.0,6.62,2.63,26.0,0.32,C3,Braço,Unilateral,,TECNOWATT,38.17,0.66,0.16,16.34,4.95,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.0,,1.5,1.5,0.0,6.95,3.19,35.7,0.34,C4,Braço,Unilateral,,LEDSTAR,43.08,0.29,0.25,10.57,4.01,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.0,,1.5,1.5,0.0,6.95,3.19,35.7,0.34,C4,Braço,Unilateral,,SX LIGHTING,32.52,0.3,0.24,10.04,5.45,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.0,,1.5,1.5,0.0,6.95,3.19,35.7,0.34,C4,Braço,Unilateral,,TECNOWATT,38.17,0.27,0.16,11.52,3.99,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,10.0,,2.5,2.5,0.0,7.5,3.29,33.59,0.74,C4,Braço,Unilateral,,LEDSTAR,43.08,0.42,0.25,11.57,3.32,52.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,10.0,,2.5,2.5,0.0,7.5,3.29,33.59,0.74,C4,Braço,Unilateral,,SX LIGHTING,32.52,0.49,0.24,13.68,4.24,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,10.0,,2.5,2.5,0.0,7.5,3.29,33.59,0.74,C4,Braço,Unilateral,,TECNOWATT,38.17,0.47,0.16,10.32,1.6,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
3.0,10.0,,2.5,3.0,0.0,8.45,2.92,18.69,0.4,C0,Braço,Bilateral alternada,,LEDSTAR,,0.8,,55.48,28.8,72.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
3.0,10.0,,2.5,3.0,0.0,8.45,2.92,18.69,0.4,C0,Braço,Bilateral alternada,,SX LIGHTING,,0.83,,64.44,34.65,70.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
3.0,10.0,,2.5,3.0,0.0,8.45,2.92,18.69,0.4,C0,Braço,Bilateral alternada,,TECNOWATT,,0.74,,55.11,22.74,68.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.0,,1.5,1.5,0.0,6.0,1.84,26.59,0.56,C4,Braço,Unilateral,,LEDSTAR,43.08,0.42,0.25,10.79,3.69,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.0,,1.5,1.5,0.0,6.0,1.84,26.59,0.56,C4,Braço,Unilateral,,SX LIGHTING,32.52,0.5,0.24,13.43,3.85,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,6.0,,1.5,1.5,0.0,6.0,1.84,26.59,0.56,C4,Braço,Unilateral,Médio I,TECNOWATT,38.17,0.55,0.16,13.3,5.38,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,11.84,,3.63,3.86,0.0,6.21,2.51,72.0,0.94,C4,Braço,Bilateral alternada,Longo I,LEDSTAR,43.08,0.47,0.25,24.15,1.32,120.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,11.84,,3.63,3.86,0.0,6.21,2.51,72.0,0.94,C4,Braço,Bilateral alternada,Longo I,SX LIGHTING,32.52,0.48,0.24,23.63,1.29,100.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,11.84,,3.63,3.86,0.0,6.21,2.51,72.0,0.94,C4,Braço,Bilateral alternada,Longo I,TECNOWATT,38.17,0.43,0.16,17.19,2.3,90.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.67,,2.0,2.79,0.0,5.51,2.19,26.1,1.4,C4,Braço,Unilateral,,LEDSTAR,43.08,0.4,0.25,11.73,3.68,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.67,,2.0,2.79,0.0,5.51,2.19,26.1,1.4,C4,Braço,Unilateral,,SX LIGHTING,32.52,0.5,0.24,13.72,3.07,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.67,,2.0,2.79,0.0,5.51,2.19,26.1,1.4,C4,Braço,Unilateral,,TECNOWATT,38.17,0.54,0.16,13.46,5.08,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.65,,2.93,3.13,0.0,5.84,1.97,36.92,0.71,C5,Braço,Unilateral,Curto I,LEDSTAR,,0.23,,11.88,1.49,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.65,,2.93,3.13,0.0,5.84,1.97,36.92,0.71,C5,Braço,Unilateral,Médio I,SX LIGHTING,,0.32,,9.79,0.84,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.65,,2.93,3.13,0.0,5.84,1.97,36.92,0.71,C5,Braço,Unilateral,,TECNOWATT,,0.23,,16.21,2.4,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.72,,2.3,1.56,0.0,7.3,2.3,32.0,0.23,C5,Braço,Unilateral,,LEDSTAR,,0.4,,7.58,1.67,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.72,,2.3,1.56,0.0,7.3,2.3,32.0,0.23,C5,Braço,Unilateral,,SX LIGHTING,,0.46,,9.32,0.84,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.72,,2.3,1.56,0.0,7.3,2.3,32.0,0.23,C5,Braço,Unilateral,,TECNOWATT,,0.53,,9.48,2.04,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,1
1.0,5.24,,,1.28,0.0,6.15,1.62,23.21,0.49,C3,Braço,Unilateral,,LEDSTAR,43.08,0.53,0.25,17.79,,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.24,,,1.28,0.0,6.15,1.62,23.21,0.49,C3,Braço,Unilateral,,SX LIGHTING,32.52,0.66,0.24,16.91,,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.24,,,1.28,0.0,6.15,1.62,23.21,0.49,C3,Braço,Unilateral,,TECNOWATT,38.17,0.67,0.16,19.5,,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,11.53,,2.95,2.58,0.0,7.93,2.59,36.61,0.26,C4,Braço,Bilateral alternada,,LEDSTAR,43.08,0.78,0.25,11.29,2.58,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,11.53,,2.95,2.58,0.0,7.93,2.59,36.61,0.26,C4,Braço,Bilateral alternada,,SX LIGHTING,32.52,0.68,0.24,13.2,1.85,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,11.53,,2.95,2.58,0.0,7.93,2.59,36.61,0.26,C4,Braço,Bilateral alternada,,TECNOWATT,38.17,0.69,0.16,12.89,3.3,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,11.25,,3.12,2.0,0.0,6.1,3.16,20.7,0.41,C3,Braço,Bilateral alternada,Curto II,LEDSTAR,43.08,0.54,0.25,15.11,6.72,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,11.25,,3.12,2.0,0.0,6.1,3.16,20.7,0.41,C3,Braço,Bilateral alternada,,SX LIGHTING,32.52,0.7,0.24,15.84,1.86,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,11.25,,3.12,2.0,0.0,6.1,3.16,20.7,0.41,C3,Braço,Bilateral alternada,Longo I,TECNOWATT,38.17,0.7,0.16,15.08,6.35,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.23,,,0.0,0.0,5.5,1.9,28.0,0.0,C4,Braço,Unilateral,,LEDSTAR,,0.32,,11.12,,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.23,,,0.0,0.0,5.5,1.9,28.0,0.0,C4,Braço,Unilateral,,SX LIGHTING,,0.26,,13.53,,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.23,,,0.0,0.0,5.5,1.9,28.0,0.0,C4,Braço,Unilateral,,TECNOWATT,,0.38,,13.76,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.95,,2.39,1.96,0.0,5.82,1.73,28.0,1.88,C3,Braço,Unilateral,,LEDSTAR,,0.4,,17.57,4.41,52.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.95,,2.39,1.96,0.0,5.82,1.73,28.0,1.88,C3,Braço,Unilateral,,SX LIGHTING,,0.6,,20.82,5.45,50.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.95,,2.39,1.96,0.0,5.82,1.73,28.0,1.88,C3,Braço,Unilateral,,TECNOWATT,,0.22,,18.86,1.78,60.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.55,,,0.0,0.0,6.18,1.98,32.0,0.0,C5,Braço,Bilateral alternada,,LEDSTAR,,0.74,,10.73,,17.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.55,,,0.0,0.0,6.18,1.98,32.0,0.0,C5,Braço,Bilateral alternada,,SX LIGHTING,,0.75,,14.79,,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.55,,,0.0,0.0,6.18,1.98,32.0,0.0,C5,Braço,Bilateral alternada,,TECNOWATT,,0.76,,22.19,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.6,,2.14,1.69,0.0,6.77,2.12,11.23,1.47,C3,Braço,Unilateral,,LEDSTAR,,0.87,,23.12,14.64,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.6,,2.14,1.69,0.0,6.77,2.12,11.23,1.47,C3,Braço,Unilateral,,SX LIGHTING,,0.9,,19.35,11.54,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,5.6,,2.14,1.69,0.0,6.77,2.12,11.23,1.47,C3,Braço,Unilateral,,TECNOWATT,,0.83,,28.78,15.07,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,11.25,,2.8,2.601,0.0,6.86,2.27,35.4,1.59,C3,Braço,Unilateral,,LEDSTAR,,0.25,,17.41,6.82,85.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,11.25,,2.8,2.601,0.0,6.86,2.27,35.4,1.59,C3,Braço,Unilateral,,SX LIGHTING,,0.3,,16.75,6.32,70.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,11.25,,2.8,2.601,0.0,6.86,2.27,35.4,1.59,C3,Braço,Unilateral,,TECNOWATT,,0.41,,16.26,5.71,80.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.6,,0.85,1.69,0.0,6.58,1.9,37.79,2.48,C3,Braço,Unilateral,,LEDSTAR,,0.22,,16.56,1.88,72.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.6,,0.85,1.69,0.0,6.58,1.9,37.79,2.48,C3,Braço,Unilateral,,SX LIGHTING,,0.27,,18.74,2.71,70.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.6,,0.85,1.69,0.0,6.58,1.9,37.79,2.48,C3,Braço,Unilateral,,TECNOWATT,,0.25,,15.88,3.1,68.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.99,,,0.0,0.0,7.7,1.85,38.91,0.0,C5,Braço,Unilateral,,LEDSTAR,,0.32,,7.56,,35.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.99,,,0.0,0.0,7.7,1.85,38.91,0.0,C5,Braço,Unilateral,,SX LIGHTING,,0.37,,8.72,,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.99,,,0.0,0.0,7.7,1.85,38.91,0.0,C5,Braço,Unilateral,Curto I,TECNOWATT,,0.18,,9.03,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.78,,,0.0,0.0,6.0,1.26,22.78,0.0,C5,Braço,Unilateral,,LEDSTAR,,0.65,,10.37,,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.78,,,0.0,0.0,6.0,1.26,22.78,0.0,C5,Braço,Unilateral,,SX LIGHTING,,0.78,,8.64,,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.78,,,0.0,0.0,6.0,1.26,22.78,0.0,C5,Braço,Unilateral,,TECNOWATT,,0.75,,13.07,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.82,,,0.0,0.0,6.81,1.35,36.3,0.0,C4,Braço,Unilateral,,LEDSTAR,,0.3,,11.23,,44.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.82,,,0.0,0.0,6.81,1.35,36.3,0.0,C4,Braço,Unilateral,,SX LIGHTING,,0.33,,10.68,,39.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.82,,,0.0,0.0,6.81,1.35,36.3,0.0,C4,Braço,Unilateral,,TECNOWATT,,0.24,,12.51,,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.8,,2.02,1.93,0.0,7.03,1.78,20.16,0.72,C5,Braço,Unilateral,,LEDSTAR,,0.66,,11.73,6.95,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.8,,2.02,1.93,0.0,7.03,1.78,20.16,0.72,C5,Braço,Unilateral,,SX LIGHTING,,0.79,,9.8,6.11,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.8,,2.02,1.93,0.0,7.03,1.78,20.16,0.72,C5,Braço,Unilateral,,TECNOWATT,,0.73,,14.29,8.87,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,10.66,,1.66,2.79,0.0,6.83,2.28,26.1,1.81,C3,Braço,Bilateral alternada,,LEDSTAR,,0.62,,15.12,4.55,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,10.66,,1.66,2.79,0.0,6.83,2.28,26.1,1.81,C3,Braço,Bilateral alternada,,SX LIGHTING,,0.63,,17.61,5.72,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
2.0,10.66,,1.66,2.79,0.0,6.83,2.28,26.1,1.81,C3,Braço,Bilateral alternada,,TECNOWATT,,0.65,,17.37,6.9,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,3.62,,1.27,0.96,0.0,6.57,1.62,16.6,0.91,C5,Braço,Bilateral alternada,,LEDSTAR,,0.93,,28.44,22.52,17.0,CEF06.120260611 - Simul_Recife_PV.xlsx,1
1.0,3.62,,1.27,0.96,0.0,6.57,1.62,16.6,0.91,C5,Braço,Bilateral alternada,,SX LIGHTING,,0.93,,39.29,30.19,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,1
1.0,3.62,,1.27,0.96,0.0,6.57,1.62,16.6,0.91,C5,Braço,Bilateral alternada,,TECNOWATT,,0.92,,59.41,43.03,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,1
1.0,7.81,,2.09,0.0,0.0,6.65,2.19,19.32,0.77,C4,Braço,Unilateral,,LEDSTAR,,0.62,,12.55,7.68,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.81,,2.09,0.0,0.0,6.65,2.19,19.32,0.77,C4,Braço,Unilateral,,SX LIGHTING,,0.74,,10.41,6.82,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,7.81,,2.09,0.0,0.0,6.65,2.19,19.32,0.77,C4,Braço,Unilateral,,TECNOWATT,,0.67,,15.09,9.94,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.38,,,0.0,0.0,7.46,2.09,25.49,1.47,C5,Braço,Unilateral,,LEDSTAR,,0.61,,9.17,,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.38,,,0.0,0.0,7.46,2.09,25.49,1.47,C5,Braço,Unilateral,,SX LIGHTING,,0.77,,7.66,,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.38,,,0.0,0.0,7.46,2.09,25.49,1.47,C5,Braço,Unilateral,,TECNOWATT,,0.76,,11.35,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.84,,2.04,4.86,0.0,7.28,1.76,20.29,1.5,C3,Braço,Bilateral alternada,,LEDSTAR,,0.9,,22.74,13.34,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.84,,2.04,4.86,0.0,7.28,1.76,20.29,1.5,C3,Braço,Bilateral alternada,,SX LIGHTING,,0.88,,18.98,9.73,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.84,,2.04,4.86,0.0,7.28,1.76,20.29,1.5,C3,Braço,Bilateral alternada,,TECNOWATT,,0.86,,27.77,13.91,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.2,,,0.0,0.0,4.5,0.96,20.78,0.43,C5,Braço,Bilateral alternada,,LEDSTAR,,0.45,,11.14,,17.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.2,,,0.0,0.0,4.5,0.96,20.78,0.43,C5,Braço,Bilateral alternada,,SX LIGHTING,,0.58,,15.44,,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.2,,,0.0,0.0,4.5,0.96,20.78,0.43,C5,Braço,Bilateral alternada,,TECNOWATT,,0.58,,22.78,,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.09,,1.79,0.0,0.0,6.87,2.27,30.87,1.22,C5,Braço,Unilateral,,LEDSTAR,,0.4,,8.55,2.75,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.09,,1.79,0.0,0.0,6.87,2.27,30.87,1.22,C5,Braço,Unilateral,,SX LIGHTING,,0.5,,10.63,2.82,31.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,4.09,,1.79,0.0,0.0,6.87,2.27,30.87,1.22,C5,Braço,Unilateral,,TECNOWATT,,0.55,,10.73,4.21,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,11.73,,3.72,3.72,0.0,7.9,2.36,36.47,0.91,C5,Braço,Bilateral frontal,,LEDSTAR,,0.43,,10.35,2.38,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,11.73,,3.72,3.72,0.0,7.9,2.36,36.47,0.91,C5,Braço,Bilateral frontal,,SX LIGHTING,,0.6,,8.45,1.29,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,11.73,,3.72,3.72,0.0,7.9,2.36,36.47,0.91,C5,Braço,Bilateral frontal,Longo II,TECNOWATT,,0.58,,8.0,1.03,40.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.49,,1.41,1.6,0.0,6.11,1.95,22.22,0.82,C4,Braço,Unilateral,,LEDSTAR,,0.57,,12.51,5.85,28.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.49,,1.41,1.6,0.0,6.11,1.95,22.22,0.82,C4,Braço,Unilateral,,SX LIGHTING,,0.68,,12.81,12.94,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,6.49,,1.41,1.6,0.0,6.11,1.95,22.22,0.82,C4,Braço,Unilateral,,TECNOWATT,,0.72,,15.37,8.51,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,11.57,,2.081,2.404,0.0,7.58,2.57,7.58,1.06,C4,Braço,Bilateral alternada,,LEDSTAR,,0.95,,31.34,16.35,17.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,11.57,,2.081,2.404,0.0,7.58,2.57,7.58,1.06,C4,Braço,Bilateral alternada,,SX LIGHTING,,0.92,,41.94,18.36,22.5,CEF06.120260611 - Simul_Recife_PV.xlsx,0
1.0,11.57,,2.081,2.404,0.0,7.58,2.57,7.58,1.06,C4,Braço,Bilateral alternada,,TECNOWATT,,0.93,,60.41,27.54,30.0,CEF06.120260611 - Simul_Recife_PV.xlsx,0
