Faixas de Rodagem,Largura Via 1,Largura Via 2,Largura Passeio 1,largura Passeio 2,largura Canteiro Central,altura da luminaria,projecao do braço,distancia entre postes,distancia Poste a via,Classificação viária,Tipo de estrutura,posteacao,Braço Novo,Fornecedor,Luminância Média,Fator de Uniformidade,Uniformidade Longitudinal,Iluminância Média,Iluminância mínima horizontal E (lux),Potencia simulada - IP Principal (W),arquivo_origem,tem_cpe
2.0,8.0,0.0,2.5,2.5,0.0,6.0,1.3,37.3,0.3,C5,Braço,Unilateral,,LEDSTAR,,0.19,,8.85,0.73,35.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.0,0.0,2.5,2.5,0.0,6.0,1.3,37.3,0.3,C5,Braço,Unilateral,Médio I,SX LIGHTING,,0.24,,7.9,0.64,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.0,0.0,2.5,2.5,0.0,6.0,1.3,37.3,0.3,C5,Braço,Unilateral,Médio I,TECNOWATT,,0.36,,7.76,1.75,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,4.5,0.0,4.0,3.0,0.0,7.0,2.2,20.1,0.4,C2,Braço,Unilateral,,LEDSTAR,,0.69,,22.63,7.7,52.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,4.5,0.0,4.0,3.0,0.0,7.0,2.2,20.1,0.4,C2,Braço,Unilateral,,SX LIGHTING,,0.81,,26.73,6.88,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,4.5,0.0,4.0,3.0,0.0,7.0,2.2,20.1,0.4,C2,Braço,Unilateral,,TECNOWATT,,0.72,,25.15,7.52,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,4.0,0.0,4.0,4.0,0.0,8.0,2.3,26.45,0.4,C3,Braço,Unilateral,,LEDSTAR,,0.62,,15.51,5.53,52.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,4.0,0.0,4.0,4.0,0.0,8.0,2.3,26.45,0.4,C3,Braço,Unilateral,,SX LIGHTING,,0.76,,18.25,5.1,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,4.0,0.0,4.0,4.0,0.0,8.0,2.3,26.45,0.4,C3,Braço,Unilateral,,TECNOWATT,,0.75,,17.76,5.56,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,3.5,3.5,0.0,6.8,1.3,28.4,0.2,C4,Braço,Unilateral,,LEDSTAR,,0.51,,11.31,3.5,35.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,3.5,3.5,0.0,6.8,1.3,28.4,0.2,C4,Braço,Unilateral,,SX LIGHTING,,0.63,,10.91,2.45,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,3.5,3.5,0.0,6.8,1.3,28.4,0.2,C4,Braço,Unilateral,,TECNOWATT,,0.63,,10.74,3.79,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,4.0,0.0,0.0,7.0,1.3,26.6,0.3,C3,Braço,Unilateral,,LEDSTAR,,0.53,,16.42,5.83,52.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,4.0,0.0,0.0,7.0,1.3,26.6,0.3,C3,Braço,Unilateral,,SX LIGHTING,,0.68,,19.46,5.72,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,4.0,0.0,0.0,7.0,1.3,26.6,0.3,C3,Braço,Unilateral,,TECNOWATT,,0.6,,15.01,5.26,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,34.1,0.5,C5,Braço,Unilateral,,LEDSTAR,,0.45,,8.64,2.88,35.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,34.1,0.5,C5,Braço,Unilateral,,SX LIGHTING,,0.53,,8.33,2.36,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,34.1,0.5,C5,Braço,Unilateral,,TECNOWATT,,0.58,,8.24,3.37,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
1.0,2.5,0.0,0.0,0.0,0.0,6.0,1.3,29.9,0.0,C5,Braço,Unilateral,,LEDSTAR,,0.39,,10.0,,17.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
1.0,2.5,0.0,0.0,0.0,0.0,6.0,1.3,29.9,0.0,C5,Braço,Unilateral,,SX LIGHTING,,0.4,,13.41,,22.5,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
1.0,2.5,0.0,0.0,0.0,0.0,6.0,1.3,29.9,0.0,C5,Braço,Unilateral,,TECNOWATT,,0.46,,19.9,,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.2,0.0,0.0,3.8,10.0,7.6,2.5,45.1,5.6,C2,Braço,Canteiro central,Longo I,LEDSTAR,,0.38,,20.36,,155.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.2,0.0,0.0,3.8,10.0,7.6,2.5,45.1,5.6,C2,Braço,Canteiro central,,SX LIGHTING,,0.34,,22.89,,146.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.2,0.0,0.0,3.8,10.0,7.6,2.5,45.1,5.6,C2,Braço,Canteiro central,Longo II,TECNOWATT,,0.51,,20.24,,150.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,2.5,7.5,1.3,21.8,0.8,C5,Braço,Unilateral,,LEDSTAR,,0.64,,10.35,6.21,28.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,2.5,7.5,1.3,21.8,0.8,C5,Braço,Unilateral,,SX LIGHTING,,0.77,,8.39,4.89,22.5,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,2.5,7.5,1.3,21.8,0.8,C5,Braço,Unilateral,,TECNOWATT,,0.71,,12.65,7.91,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,42.9,0.3,C5,Braço,Unilateral,,LEDSTAR,,0.28,,8.21,1.74,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,42.9,0.3,C5,Braço,Unilateral,,SX LIGHTING,,0.28,,7.81,1.17,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,42.9,0.3,C5,Braço,Unilateral,Longo I,TECNOWATT,,0.22,,8.58,1.17,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.0,1.3,25.1,0.35,C5,Braço,Unilateral,,LEDSTAR,,0.54,,9.65,4.38,28.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.0,1.3,25.1,0.35,C5,Braço,Unilateral,,SX LIGHTING,,0.72,,8.08,3.94,22.5,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.0,1.3,25.1,0.35,C5,Braço,Unilateral,,TECNOWATT,,0.67,,11.84,6.12,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.6,34.2,0.5,C5,Braço,Unilateral,,LEDSTAR,,0.43,,8.68,2.74,35.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.6,34.2,0.5,C5,Braço,Unilateral,,SX LIGHTING,,0.49,,8.38,2.12,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.6,34.2,0.5,C5,Braço,Unilateral,,TECNOWATT,,0.55,,8.32,3.17,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,0.0,4.3,3.0,7.5,1.9,37.3,1.5,C2,Braço,Unilateral,,LEDSTAR,,0.27,,20.06,,72.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,0.0,4.3,3.0,7.5,1.9,37.3,1.5,C2,Braço,Unilateral,,SX LIGHTING,,0.32,,23.49,,70.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,0.0,4.3,3.0,7.5,1.9,37.3,1.5,C2,Braço,Unilateral,,TECNOWATT,,0.35,,20.31,,68.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,26.4,0.5,C5,Braço,Unilateral,,LEDSTAR,,0.56,,8.65,4.14,28.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,26.4,0.5,C5,Braço,Unilateral,,SX LIGHTING,,0.75,,10.77,5.92,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,26.4,0.5,C5,Braço,Unilateral,,TECNOWATT,,0.69,,10.68,5.89,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.0,1.3,42.8,0.5,C5,Braço,Unilateral,,LEDSTAR,,0.25,,8.63,1.58,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.0,1.3,42.8,0.5,C5,Braço,Unilateral,,SX LIGHTING,,0.22,,8.21,0.88,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.0,1.3,42.8,0.5,C5,Braço,Unilateral,Longo I,TECNOWATT,,0.23,,8.63,1.24,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,0.0,4.0,4.0,7.5,1.3,31.0,2.0,C2,Braço,Unilateral,,LEDSTAR,,0.32,,21.98,,28.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,0.0,4.0,4.0,7.5,1.3,31.0,2.0,C2,Braço,Unilateral,,SX LIGHTING,,0.52,,19.8,,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,0.0,4.0,4.0,7.5,1.3,31.0,2.0,C2,Braço,Unilateral,,TECNOWATT,,0.45,,20.38,,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.5,0.0,0.0,4.0,10.0,6.8,1.3,35.8,5.0,C1,Braço,Canteiro central,,LEDSTAR,,0.39,,31.65,,215.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.5,0.0,0.0,4.0,10.0,6.8,1.3,35.8,5.0,C1,Braço,Canteiro central,,SX LIGHTING,,0.37,,30.15,,90.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.5,0.0,0.0,4.0,10.0,6.8,1.3,35.8,5.0,C1,Braço,Canteiro central,,TECNOWATT,,0.39,,36.03,,183.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,37.0,0.4,C5,Braço,Unilateral,,LEDSTAR,,0.37,,7.98,2.13,35.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,37.0,0.4,C5,Braço,Unilateral,,SX LIGHTING,,0.38,,7.7,1.35,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,37.0,0.4,C5,Braço,Unilateral,,TECNOWATT,,0.47,,7.63,2.49,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.59,2.5,0.0,7.5,1.3,21.0,0.35,C5,Braço,Unilateral,,LEDSTAR,,0.67,,10.92,6.22,28.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.59,2.5,0.0,7.5,1.3,21.0,0.35,C5,Braço,Unilateral,,SX LIGHTING,,0.79,,9.15,5.35,22.5,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.59,2.5,0.0,7.5,1.3,21.0,0.35,C5,Braço,Unilateral,,TECNOWATT,,0.73,,13.47,7.75,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,3.0,0.0,7.0,1.3,42.1,0.4,C5,Braço,Unilateral,,LEDSTAR,,0.25,,8.81,1.66,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,3.0,0.0,7.0,1.3,42.1,0.4,C5,Braço,Unilateral,,SX LIGHTING,,0.23,,8.38,0.95,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,3.0,0.0,7.0,1.3,42.1,0.4,C5,Braço,Unilateral,Médio II,TECNOWATT,,0.17,,9.27,1.04,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.3,0.0,2.0,2.0,0.0,7.2,1.3,45.5,0.2,C5,Braço,Unilateral,,LEDSTAR,,0.24,,7.65,1.37,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.3,0.0,2.0,2.0,0.0,7.2,1.3,45.5,0.2,C5,Braço,Unilateral,Longo I,SX LIGHTING,,0.18,,10.0,0.85,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.3,0.0,2.0,2.0,0.0,7.2,1.3,45.5,0.2,C5,Braço,Unilateral,Longo I,TECNOWATT,,0.17,,7.84,0.9,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,6.2,1.3,42.6,0.35,C4,Braço,Unilateral,,LEDSTAR,,0.17,,11.21,1.16,52.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,6.2,1.3,42.6,0.35,C4,Braço,Unilateral,Médio II,SX LIGHTING,,0.19,,11.59,0.89,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,6.2,1.3,42.6,0.35,C4,Braço,Unilateral,Médio II,TECNOWATT,,0.18,,10.97,1.4,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,3.5,3.0,0.0,6.8,1.1,39.6,0.4,C4,Braço,Unilateral,,LEDSTAR,,0.28,,11.14,2.02,52.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,3.5,3.0,0.0,6.8,1.1,39.6,0.4,C4,Braço,Unilateral,,SX LIGHTING,,0.26,,13.22,1.0,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,3.5,3.0,0.0,6.8,1.1,39.6,0.4,C4,Braço,Unilateral,,TECNOWATT,,0.17,,10.08,0.91,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,8.5,0.0,0.0,3.0,10.0,7.0,2.5,56.0,4.7,C1,Braço,Unilateral,,LEDSTAR,,0.48,,33.31,,140.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,1
2.0,8.5,0.0,0.0,3.0,10.0,7.0,2.5,56.0,4.7,C1,Braço,Unilateral,,SX LIGHTING,,0.38,,32.86,,137.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,1
2.0,8.5,0.0,0.0,3.0,10.0,7.0,2.5,56.0,4.7,C1,Braço,Unilateral,,TECNOWATT,,0.47,,32.65,,150.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,1
2.0,7.5,0.0,2.5,0.0,20.6,7.5,2.8,36.4,0.3,C1,Braço,Unilateral,,LEDSTAR,,0.37,,31.59,11.07,120.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.5,0.0,2.5,0.0,20.6,7.5,2.8,36.4,0.3,C1,Braço,Unilateral,,SX LIGHTING,,0.41,,30.63,16.79,90.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.5,0.0,2.5,0.0,20.6,7.5,2.8,36.4,0.3,C1,Braço,Unilateral,,TECNOWATT,,0.4,,29.76,13.35,100.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,1.5,0.0,7.5,1.3,44.0,0.3,C5,Braço,Unilateral,,LEDSTAR,,0.26,,8.01,1.6,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,1.5,0.0,7.5,1.3,44.0,0.3,C5,Braço,Unilateral,,SX LIGHTING,,0.25,,7.62,1.01,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,1.5,0.0,7.5,1.3,44.0,0.3,C5,Braço,Unilateral,Longo I,TECNOWATT,,0.19,,8.37,1.0,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,3.0,3.0,0.0,7.5,1.3,26.0,0.4,C5,Braço,Unilateral,,LEDSTAR,,0.57,,8.81,4.02,28.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,3.0,3.0,0.0,7.5,1.3,26.0,0.4,C5,Braço,Unilateral,,TECNOWATT,,0.7,,10.86,5.45,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,6.1,1.3,34.1,0.3,C5,Braço,Unilateral,,LEDSTAR,,0.3,,7.89,1.68,28.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,6.1,1.3,34.1,0.3,C5,Braço,Unilateral,,SX LIGHTING,,0.23,,9.74,0.62,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,6.1,1.3,34.1,0.3,C5,Braço,Unilateral,,TECNOWATT,,0.33,,9.55,1.92,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.0,2.0,0.0,7.5,1.3,24.2,0.5,C5,Braço,Unilateral,,LEDSTAR,,0.6,,9.43,5.18,28.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.0,2.0,0.0,7.5,1.3,24.2,0.5,C5,Braço,Unilateral,,SX LIGHTING,,0.76,,7.9,4.85,22.5,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.0,2.0,0.0,7.5,1.3,24.2,0.5,C5,Braço,Unilateral,,TECNOWATT,,0.71,,11.62,7.23,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,6.5,1.0,31.5,0.3,C5,Braço,Unilateral,,LEDSTAR,,0.37,,8.04,2.39,28.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,6.5,1.0,31.5,0.3,C5,Braço,Unilateral,,SX LIGHTING,,0.45,,9.96,1.82,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,6.5,1.0,31.5,0.3,C5,Braço,Unilateral,,TECNOWATT,,0.5,,9.75,3.39,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,6.0,0.0,3.0,3.0,0.0,6.5,1.3,41.7,0.4,C5,Braço,Unilateral,Médio I,LEDSTAR,,0.2,,7.75,0.83,35.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,6.0,0.0,3.0,3.0,0.0,6.5,1.3,41.7,0.4,C5,Braço,Unilateral,Médio I,SX LIGHTING,,0.22,,8.83,0.82,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,6.0,0.0,3.0,3.0,0.0,6.5,1.3,41.7,0.4,C5,Braço,Unilateral,Médio I,TECNOWATT,,0.21,,7.53,0.94,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.5,0.0,0.0,0.0,0.0,8.5,2.5,40.1,10.7,C2,Braço,Unilateral,Longo II,LEDSTAR,,0.45,,20.87,,200.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.5,0.0,0.0,0.0,0.0,8.5,2.5,40.1,10.7,C2,Braço,Unilateral,Longo II,SX LIGHTING,,0.54,,19.93,,120.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,1
2.0,7.5,0.0,0.0,0.0,0.0,8.5,2.5,40.1,10.7,C2,Braço,Unilateral,Longo II,TECNOWATT,,0.56,,22.5,,150.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,1
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,33.5,0.4,C4,Braço,Unilateral,,LEDSTAR,,0.44,,10.48,3.64,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,33.5,0.4,C4,Braço,Unilateral,Médio II,SX LIGHTING,,0.52,,10.15,3.13,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.3,33.5,0.4,C4,Braço,Unilateral,,TECNOWATT,,0.52,,11.32,4.36,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,6.1,1.3,40.1,0.3,C5,Braço,Unilateral,Médio I,LEDSTAR,,0.24,,7.89,1.13,35.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,6.1,1.3,40.1,0.3,C5,Braço,Unilateral,Médio I,SX LIGHTING,,0.26,,8.97,1.16,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,6.1,1.3,40.1,0.3,C5,Braço,Unilateral,Médio I,TECNOWATT,,0.26,,7.56,1.26,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.6,1.5,40.3,0.4,C5,Braço,Unilateral,,LEDSTAR,,0.32,,8.67,2.17,44.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.6,1.5,40.3,0.4,C5,Braço,Unilateral,,SX LIGHTING,,0.37,,8.25,1.82,39.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.6,1.5,40.3,0.4,C5,Braço,Unilateral,,TECNOWATT,,0.27,,9.28,1.49,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.6,37.5,0.5,C4,Braço,Unilateral,,LEDSTAR,,0.35,,11.05,3.01,52.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.6,37.5,0.5,C4,Braço,Unilateral,,SX LIGHTING,,0.4,,13.08,2.68,50.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,7.5,1.6,37.5,0.5,C4,Braço,Unilateral,,TECNOWATT,,0.36,,10.2,2.52,40.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.0,2.5,0.0,7.0,1.3,29.2,0.5,C5,Braço,Unilateral,,LEDSTAR,,0.46,,8.25,3.33,28.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.0,2.5,0.0,7.0,1.3,29.2,0.5,C5,Braço,Unilateral,,SX LIGHTING,,0.65,,10.26,4.2,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.0,2.5,0.0,7.0,1.3,29.2,0.5,C5,Braço,Unilateral,,TECNOWATT,,0.62,,10.09,5.04,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,6.8,1.3,31.0,0.3,C5,Braço,Unilateral,,LEDSTAR,,0.41,,8.01,2.53,28.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,6.8,1.3,31.0,0.3,C5,Braço,Unilateral,,SX LIGHTING,,0.5,,9.96,2.2,31.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
2.0,7.0,0.0,2.5,2.5,0.0,6.8,1.3,31.0,0.3,C5,Braço,Unilateral,,TECNOWATT,,0.57,,9.8,3.71,30.0,BRDE04 - Simul_Tramanda_corrigida_TB_AO_PS_TB.xlsx,0
